dt_sold,yr_sold,mo_sold,yr_built,yr_remodel,bldg_class,bldg_type,house_style,zoning,neighborhd,oa_cond,oa_qual,func,liv_area,1fl_area,2fl_area,tot_rms,bedroom,bathroom,kit,kit_qual,central_air,elect,bsmt_area,bsmt_cond,bsmt_exp,bsmt_fin_qual,bsmt_ht,ext_cond,ext_cover,ext_qual,fdn,fence,fp,fp_qual,gar_area,gar_car,gar_cond,gar_fin,gar_qual,gar_type,gar_yr,heat_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,pave_dr,roof_matl,roof_style,op_area,ep_area,wd_area,sale_price
2006-03-23,2006,3,2003,2003,120,TwnhsE,1Story,RL,NridgHt,5,7,Typ,1405,1405,0,6,2,2,1,Good,Y,SBrkr,1405,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Good,478,2,Average,RFn,Average,Attchd,2003,Excellent,Lvl,Gtl,3136,Corner,NA,IR1,Y,CompShg,Gable,36,0,148,171.75
2008-02-25,2008,2,1920,2006,30,1Fam,1Story,RM,OldTown,6,7,Typ,1027,1027,0,5,2,1.5,1,Good,Y,SBrkr,931,Average,No,Unf,Average,Average,Stucco,Good,CBlock,NA,1,Average,0,0,NA,NA,NA,NA,NA,Average,Lvl,Gtl,5400,Inside,60,Reg,N,CompShg,Gable,28,0,0,120
2006-02-19,2006,2,1930,1984,50,1Fam,1.5Fin,RM,BrkSide,7,5,Typ,1324,741,583,7,3,1,1,Good,Y,SBrkr,741,Average,No,Unf,Average,Good,MetalSd,Average,BrkTil,NA,0,NA,180,1,Average,Unf,Fair,Detchd,1930,Good,Lvl,Gtl,6120,Inside,51,Reg,Y,CompShg,Gable,0,55,0,110
2010-06-28,2010,6,1950,1987,20,1Fam,1Story,RL,Edwards,7,6,Typ,1074,1074,0,6,3,2,1,Good,Y,SBrkr,663,Average,No,GLQ,Average,Average,Wd Sdng,Average,CBlock,MnPrv,1,Average,467,1,Average,Unf,Average,Attchd,1987,Excellent,Lvl,Gtl,11479,Inside,65,Reg,Y,CompShg,Gable,52,52,0,144.5
2007-09-10,2007,9,1970,1990,20,1Fam,1Story,RL,"NAmes",6,5,Min2,1422,1422,0,7,3,2,1,Average,Y,SBrkr,925,Average,No,ALQ,Average,Average,MetalSd,Average,CBlock,GdWo,0,NA,576,2,Average,Unf,Average,Detchd,1988,Average,Lvl,Gtl,9457,Inside,63,Reg,Y,CompShg,Gable,0,0,252,155
2006-03-23,2006,3,1923,1950,30,1Fam,1Story,RM,OldTown,5,6,Typ,1200,1200,0,7,4,1,1,Average,Y,FuseA,1200,Average,No,Unf,Average,Average,Wd Sdng,Average,BrkTil,NA,0,NA,312,1,Fair,Unf,Fair,Detchd,1923,Average,Lvl,Gtl,11340,Corner,84,Reg,Y,CompShg,Gable,0,228,0,125
2009-08-20,2009,8,1910,2008,70,1Fam,2Story,RL,OldTown,9,7,Typ,1690,930,760,5,4,2,1,Good,Y,SBrkr,560,Average,No,Unf,Average,Good,VinylSd,Good,PConc,NA,0,NA,624,2,Average,Unf,Average,Detchd,2008,Excellent,Lvl,Gtl,7200,Corner,60,Reg,Y,CompShg,Gable,0,112,0,156.5
2006-07-01,2006,7,1977,1995,80,1Fam,SLvl,RL,Sawyer,7,6,Typ,1212,1212,0,6,3,2,1,Average,Y,SBrkr,506,Good,Av,ALQ,Good,Average,HdBoard,Average,CBlock,GdWo,1,Average,492,2,Average,Unf,Average,Attchd,1978,Average,Lvl,Gtl,8471,Corner,88,IR1,Y,CompShg,Gable,12,0,292,151
2009-04-24,2009,4,1957,1957,20,1Fam,1Story,RL,"NAmes",6,6,Typ,1105,1105,0,5,3,1,1,Average,Y,FuseA,1105,Average,No,Rec,Average,Average,Plywood,Average,CBlock,NA,0,NA,308,1,Average,Unf,Average,Detchd,1957,Good,Lvl,Gtl,10454,Corner,90,IR1,Y,CompShg,Hip,0,0,0,135
2006-05-21,2006,5,1972,1972,160,TwnhsE,2Story,RM,MeadowV,4,4,Typ,1092,546,546,5,3,1.5,1,Average,Y,SBrkr,546,Average,No,Rec,Average,Average,CemntBd,Average,CBlock,NA,0,NA,253,1,Fair,Unf,Average,Attchd,1972,Average,Lvl,Gtl,1484,Inside,21,Reg,Y,CompShg,Gable,0,0,0,79.4
2009-08-10,2009,8,2005,2005,120,TwnhsE,1Story,RL,NridgHt,5,6,Typ,1358,1358,0,6,2,2,1,Good,Y,SBrkr,1358,Average,Av,ALQ,Good,Average,VinylSd,Good,PConc,NA,1,Good,484,2,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,6904,Inside,47,IR1,Y,CompShg,Gable,36,0,192,213
2010-04-09,2010,4,2002,2002,60,1Fam,2Story,RL,Timber,5,8,Typ,1908,993,915,9,4,2.5,1,Good,Y,SBrkr,967,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,431,2,Average,Fin,Average,Attchd,2002,Excellent,Lvl,Gtl,14191,Inside,85,Reg,Y,CompShg,Gable,0,0,135,202.9
2007-05-19,2007,5,1998,1998,60,1Fam,2Story,RL,CollgCr,5,6,Typ,1796,882,914,7,3,3.5,1,Average,Y,SBrkr,794,Average,Mn,GLQ,Good,Average,VinylSd,Average,PConc,MnPrv,0,NA,546,2,Average,RFn,Average,Attchd,1998,Excellent,Lvl,Gtl,9531,CulDSac,NA,IR1,Y,CompShg,Gable,36,0,0,211
2008-11-13,2008,11,1961,1961,90,Duplex,1Story,RL,"NAmes",5,5,Typ,1800,1800,0,10,6,2,2,Average,N,SBrkr,1800,Average,Av,Unf,Average,Average,BrkFace,Average,CBlock,NA,0,NA,0,0,NA,NA,NA,NA,NA,Average,Lvl,Gtl,8513,Corner,113,Reg,N,CompShg,Gable,0,0,0,130
2009-10-01,2009,10,1925,1990,50,1Fam,1.5Fin,RL,SWISU,6,6,Typ,1608,1160,448,7,3,2.5,1,Good,Y,SBrkr,976,Average,No,BLQ,Average,Average,WdShing,Average,BrkTil,MnPrv,1,Good,216,1,Average,Unf,Fair,Detchd,1925,Excellent,Lvl,Gtl,6171,Inside,51,Reg,Y,CompShg,Gable,16,0,147,137.45
2009-06-13,2009,6,1976,1993,20,1Fam,1Story,RL,Sawyer,4,4,Min1,1620,1620,0,8,3,3,1,Average,Y,SBrkr,1281,Average,No,BLQ,Average,Average,Plywood,Average,CBlock,GdWo,1,Average,490,2,Average,Unf,Average,Attchd,1993,Excellent,Lvl,Gtl,9991,Corner,NA,IR1,Y,CompShg,Gable,78,0,120,150
2008-03-10,2008,3,1941,1950,50,1Fam,1.5Fin,RL,Edwards,6,5,Typ,1111,616,495,5,3,1.5,1,Average,N,SBrkr,616,Fair,Mn,LwQ,Average,Average,VinylSd,Average,CBlock,NA,0,NA,200,1,Fair,Unf,Average,Detchd,1941,Average,Lvl,Gtl,9084,Inside,60,Reg,Y,CompShg,Gable,0,0,48,95
2008-08-12,2008,8,1999,1999,160,Twnhs,2Story,FV,Somerst,5,7,Typ,1501,757,744,6,3,2.5,1,Average,Y,SBrkr,744,Average,No,ALQ,Good,Average,MetalSd,Average,PConc,NA,0,NA,440,2,Average,Unf,Average,Detchd,1999,Good,Lvl,Gtl,2280,Inside,24,Reg,Y,CompShg,Gable,0,0,0,179.4
2007-07-03,2007,7,2007,2007,60,1Fam,2Story,FV,Somerst,5,5,Typ,1588,725,863,8,3,3,1,Good,Y,SBrkr,725,Average,NA,Unf,Good,Average,VinylSd,Good,CBlock,NA,0,NA,561,2,Average,Unf,Average,Attchd,2007,Excellent,Lvl,Gtl,10411,Corner,81,Reg,Y,CompShg,Gable,0,0,0,212.109
2006-12-06,2006,12,1961,1961,20,1Fam,1Story,RL,"NAmes",3,5,Typ,1235,1235,0,6,2,1,1,Average,Y,SBrkr,1235,Average,No,Rec,Average,Average,HdBoard,Average,CBlock,GdWo,0,NA,480,2,Average,Unf,Average,Attchd,1961,Average,Lvl,Gtl,8500,Inside,85,Reg,Y,CompShg,Hip,0,0,0,98.6
2007-07-12,2007,7,1948,2005,20,1Fam,1Story,RL,Edwards,7,5,Typ,1325,1325,0,6,3,2,1,Good,Y,SBrkr,409,Good,Mn,BLQ,Average,Good,Wd Sdng,Average,CBlock,NA,1,Average,576,2,Average,Unf,Average,Detchd,1996,Excellent,Lvl,Gtl,17541,Corner,NA,IR1,Y,CompShg,Hip,42,0,0,216
2006-06-16,2006,6,2000,2000,60,1Fam,2Story,RL,NoRidge,5,8,Typ,2234,1205,1029,7,3,3.5,1,Good,Y,SBrkr,1160,Average,Mn,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Average,768,3,Average,RFn,Average,BuiltIn,2000,Excellent,Lvl,Gtl,9545,Corner,83,Reg,Y,CompShg,Gable,50,0,0,300
2010-04-02,2010,4,1996,1997,60,1Fam,2Story,RL,ClearCr,5,7,Typ,2260,1306,954,7,3,3.5,1,Good,Y,SBrkr,1306,Average,Gd,GLQ,Excellent,Average,Wd Sdng,Good,PConc,NA,0,NA,533,2,Average,RFn,Average,Attchd,1996,Excellent,Lvl,Mod,14000,Inside,80,Reg,Y,CompShg,Gable,44,0,296,328
2007-12-11,2007,12,1971,2005,80,1Fam,SLvl,RL,"NAmes",7,5,Typ,1109,576,533,5,3,1.5,1,Average,Y,SBrkr,372,Average,Av,ALQ,Average,Average,MetalSd,Average,CBlock,GdWo,0,NA,288,1,Average,Unf,Average,BuiltIn,1971,Average,Lvl,Gtl,10500,FR2,70,Reg,Y,CompShg,Gambrel,0,0,35,139
2006-04-23,2006,4,1963,1963,20,1Fam,1Story,RL,ClearCr,6,5,Typ,1000,1000,0,4,1,2,1,Average,Y,SBrkr,1000,Average,Av,Rec,Good,Average,WdShing,Average,CBlock,NA,2,Average,575,2,Average,Unf,Average,Attchd,1993,Excellent,Low,Mod,13050,Inside,87,Reg,Y,Tar&Grv,Flat,0,148,238,164
2007-12-17,2007,12,1980,1980,160,Twnhs,2Story,RM,Blueste,6,6,Typ,1045,529,516,5,2,1,1,Average,Y,SBrkr,516,Average,No,GLQ,Good,Good,MetalSd,Average,CBlock,MnPrv,1,Average,462,2,Average,Unf,Average,Detchd,1980,Good,Lvl,Gtl,1782,Inside,24,Reg,Y,CompShg,Gable,0,0,180,123.9
2010-02-07,2010,2,1958,2008,20,1Fam,1Story,RL,BrkSide,7,5,Typ,858,858,0,4,2,2,1,Average,Y,SBrkr,858,Average,Gd,BLQ,Average,Good,Wd Sdng,Average,CBlock,NA,0,NA,0,0,NA,NA,NA,NA,NA,Good,Lvl,Gtl,7207,Inside,50,IR1,Y,CompShg,Gable,0,0,117,116.5
2007-10-14,2007,10,1997,1998,120,TwnhsE,1Story,RH,"NAmes",5,6,Typ,1337,1337,0,5,2,3,1,Good,Y,SBrkr,1405,Average,No,GLQ,Good,Average,MetalSd,Good,PConc,NA,1,Average,522,2,Average,Fin,Average,Attchd,1997,Excellent,Lvl,Gtl,10943,FR2,26,IR2,Y,CompShg,Gable,68,0,0,177
2007-02-23,2007,2,1958,1958,190,2fmCon,1.5Fin,RM,IDOTRR,6,4,Typ,1315,838,477,5,3,3,1,Average,Y,SBrkr,808,Average,No,Rec,Fair,Average,MetalSd,Average,BrkTil,NA,0,NA,436,2,Average,RFn,Average,Detchd,1958,Average,Lvl,Gtl,4330,Inside,52,Reg,Y,CompShg,Gable,0,0,0,99.5
2006-07-26,2006,7,2006,2006,20,1Fam,1Story,RL,Gilbert,5,6,Typ,1326,1326,0,6,3,2,1,Good,Y,SBrkr,1326,Average,Av,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,427,2,Average,Fin,Average,Attchd,2006,Excellent,Lvl,Gtl,11660,Inside,102,IR1,Y,CompShg,Gable,0,0,100,174.19
2006-06-14,2006,6,2005,2005,160,TwnhsE,2Story,FV,Somerst,5,7,Typ,1200,520,600,4,2,2.5,1,Good,Y,SBrkr,600,Average,No,Unf,Good,Average,MetalSd,Average,PConc,NA,0,NA,480,2,Average,RFn,Average,Detchd,2005,Excellent,Lvl,Gtl,3180,Inside,30,Reg,Y,CompShg,Gable,166,0,0,151
2010-04-26,2010,4,2003,2003,120,TwnhsE,1Story,RM,CollgCr,5,6,Typ,848,848,0,4,1,2,1,Good,Y,SBrkr,848,Average,Av,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,420,2,Average,Fin,Average,Attchd,2003,Excellent,Lvl,Gtl,4435,Inside,NA,Reg,Y,CompShg,Gable,0,0,140,143.75
2009-07-19,2009,7,1972,1972,85,1Fam,SFoyer,RL,Mitchel,8,5,Typ,796,796,0,4,2,1.5,1,Average,Y,SBrkr,796,Average,Av,GLQ,Good,Average,MetalSd,Average,CBlock,MnPrv,0,NA,336,1,Average,Unf,Average,Detchd,1998,Good,Lvl,Gtl,7689,Inside,50,IR1,Y,CompShg,Gable,0,0,138,131.9
2007-06-05,2007,6,1977,1977,60,1Fam,2Story,RL,Mitchel,7,5,Typ,1432,716,716,6,3,2.5,1,Average,Y,SBrkr,716,Average,No,Rec,Good,Average,Plywood,Average,PConc,GdPrv,1,Good,531,2,Average,Fin,Average,Attchd,1977,Excellent,Lvl,Gtl,8286,Corner,68,IR1,Y,CompShg,Gable,136,0,0,157
2009-07-20,2009,7,1920,1997,70,1Fam,2Story,RM,IDOTRR,7,5,Typ,1344,672,672,6,3,1,1,Average,Y,FuseA,672,Fair,No,Rec,Average,Good,VinylSd,Average,CBlock,NA,0,NA,468,1,Fair,Unf,Average,Detchd,1964,Good,Lvl,Gtl,10690,Inside,59,Reg,Y,CompShg,Hip,128,218,0,147
2009-07-08,2009,7,2004,2005,60,1Fam,2Story,RL,Gilbert,5,7,Typ,1432,716,716,6,3,3.5,1,Good,Y,SBrkr,716,Average,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Good,432,2,Average,Fin,Average,Attchd,2004,Excellent,Lvl,Gtl,7795,Inside,71,IR1,Y,CompShg,Gable,51,0,100,188.5
2006-06-20,2006,6,2005,2005,120,TwnhsE,1Story,RL,NridgHt,5,7,Typ,1364,1364,0,6,2,3,1,Good,Y,SBrkr,1364,Average,Av,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Good,484,2,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,7052,Inside,43,IR1,Y,CompShg,Gable,36,0,192,185.85
2006-07-19,2006,7,1965,1965,20,1Fam,1Story,RL,Sawyer,5,5,Typ,984,984,0,5,3,1,1,Average,Y,SBrkr,984,Average,No,Rec,Average,Average,HdBoard,Average,CBlock,MnPrv,0,NA,310,1,Average,Unf,Average,Attchd,1965,Average,Lvl,Gtl,9308,CulDSac,NA,IR1,Y,CompShg,Gable,0,0,0,126
2009-09-11,2009,9,1959,1959,20,1Fam,1Story,RL,"NAmes",7,5,Typ,864,864,0,5,3,1,1,Average,Y,SBrkr,864,Average,No,BLQ,Average,Average,MetalSd,Average,CBlock,NA,0,NA,308,1,Average,Unf,Average,Detchd,1960,Excellent,Lvl,Gtl,8125,Inside,65,Reg,Y,CompShg,Hip,0,0,0,118
2007-03-09,2007,3,2006,2006,120,TwnhsE,1Story,RL,StoneBr,5,9,Typ,1612,1612,0,6,2,3,1,Excellent,Y,SBrkr,1612,Average,Gd,GLQ,Excellent,Average,MetalSd,Good,PConc,NA,1,Good,556,2,Average,Fin,Average,Attchd,2006,Excellent,HLS,Gtl,8035,Inside,61,IR1,Y,CompShg,Gable,164,0,0,319.9
2006-03-08,2006,3,1984,1984,80,1Fam,SLvl,RL,Mitchel,6,6,Typ,1003,1003,0,6,3,2,1,Average,Y,SBrkr,1003,Average,Av,GLQ,Average,Average,HdBoard,Average,CBlock,GdPrv,0,NA,588,2,Average,Unf,Average,Detchd,1984,Average,Lvl,Gtl,7937,CulDSac,37,IR1,Y,CompShg,Gable,0,0,120,142.5
2009-08-18,2009,8,1950,1950,20,1Fam,1Story,RL,"NAmes",6,5,Typ,1200,1200,0,6,3,1,1,Average,Y,SBrkr,1200,Average,No,BLQ,Average,Average,Wd Sdng,Average,CBlock,GdWo,0,NA,246,1,Average,Fin,Average,Attchd,1950,Average,Lvl,Gtl,9600,Inside,60,Reg,Y,CompShg,Gable,0,0,126,129.9
2006-09-18,2006,9,2005,2006,120,TwnhsE,1Story,RL,NridgHt,5,7,Typ,1368,1368,0,6,2,2,1,Good,Y,SBrkr,1368,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,1,Good,474,2,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,6955,Inside,48,IR1,Y,CompShg,Gable,35,0,132,202.5
2006-06-02,2006,6,1950,1950,20,1Fam,1Story,RL,Sawyer,5,5,Min1,1640,1640,0,7,3,1,1,Average,Y,FuseA,0,NA,NA,NA,NA,Average,Wd Sdng,Average,Slab,NA,1,Good,394,2,Average,RFn,Average,Attchd,1950,Average,Lvl,Gtl,21370,FR2,100,Reg,Y,CompShg,Gable,0,225,0,131
2008-07-11,2008,7,1997,1998,90,Duplex,SFoyer,RM,CollgCr,5,6,Typ,1838,1838,0,8,2,4,2,Average,Y,SBrkr,1838,Average,Gd,GLQ,Good,Good,VinylSd,Average,PConc,NA,0,NA,721,3,Average,Unf,Average,Attchd,1998,Excellent,Lvl,Gtl,10126,Corner,83,Reg,Y,CompShg,Gable,67,0,160,185
2009-04-20,2009,4,1978,1978,160,TwnhsE,2Story,RL,NPkVill,5,6,Typ,1456,855,601,6,3,2.5,1,Average,Y,SBrkr,855,Average,No,ALQ,Good,Average,Plywood,Good,CBlock,NA,1,Average,440,2,Average,Fin,Average,Attchd,1978,Average,Lvl,Gtl,2364,Inside,24,Reg,Y,CompShg,Gable,0,0,147,138
2006-10-07,2006,10,1910,1993,70,1Fam,2Story,RM,OldTown,7,6,Typ,1368,684,684,7,3,1,1,Average,N,FuseA,684,Average,No,Unf,Average,Average,VinylSd,Average,CBlock,NA,0,NA,216,1,Fair,Unf,Average,Detchd,1930,Excellent,Lvl,Gtl,3600,Inside,60,Reg,N,CompShg,Gable,158,0,0,114.504
2010-04-18,2010,4,1945,1950,50,1Fam,1.5Fin,RL,Edwards,4,6,Typ,1487,798,689,7,3,1.5,1,Average,Y,FuseA,735,Fair,No,LwQ,Average,Average,VinylSd,Average,CBlock,MnPrv,1,Good,220,1,Average,Unf,Average,Detchd,1949,Average,Lvl,Gtl,8741,Inside,52,Reg,Y,CompShg,Gable,140,0,0,113
2010-05-27,2010,5,1922,2007,50,1Fam,1.5Fin,RM,IDOTRR,8,4,Typ,1154,796,358,7,3,2,1,Good,Y,SBrkr,796,Average,No,BLQ,Average,Good,VinylSd,Average,BrkTil,MnPrv,0,NA,240,1,Average,Unf,Average,Detchd,1922,Good,Lvl,Gtl,5436,Inside,40,Reg,N,CompShg,Gable,96,0,0,125.5
2007-05-13,2007,5,1964,2001,80,1Fam,SLvl,RL,Sawyer,8,5,Typ,1020,1020,0,5,3,2.5,1,Average,Y,SBrkr,980,Average,Gd,LwQ,Average,Good,HdBoard,Good,CBlock,NA,1,Poor,528,2,Average,Unf,Average,Detchd,1970,Average,Lvl,Gtl,14149,Inside,65,IR1,Y,CompShg,Hip,0,0,0,165
2006-04-27,2006,4,1900,1950,50,1Fam,1.5Fin,RM,OldTown,4,5,Typ,1440,889,551,6,3,1,1,Average,N,FuseA,540,Average,No,Unf,Average,Average,Wd Sdng,Average,BrkTil,NA,0,NA,352,1,Average,Unf,Fair,Attchd,1940,Good,Lvl,Gtl,5000,Corner,63,Reg,Y,CompShg,Gable,0,77,0,79
2010-05-07,2010,5,2005,2005,160,Twnhs,2Story,FV,Somerst,5,6,Typ,1236,600,636,4,2,3.5,1,Good,Y,SBrkr,600,Average,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,480,2,Average,RFn,Average,Detchd,2005,Excellent,Lvl,Gtl,2544,Inside,24,Reg,Y,CompShg,Gable,166,0,0,152
2006-10-23,2006,10,1947,1950,50,1Fam,1.5Fin,RM,BrkSide,7,6,Typ,1664,1004,660,7,3,2,1,Average,Y,SBrkr,1004,Average,No,ALQ,Average,Good,CemntBd,Average,CBlock,NA,2,Good,420,2,Average,Unf,Average,Detchd,1950,Excellent,Lvl,Gtl,5000,Corner,50,Reg,Y,CompShg,Gable,24,36,0,159
2008-04-13,2008,4,1960,1960,20,1Fam,1Story,RL,"NAmes",5,4,Typ,1100,1100,0,6,3,2,1,Average,Y,SBrkr,1100,Average,No,ALQ,Average,Average,Wd Sdng,Average,PConc,GdWo,1,Poor,312,1,Average,RFn,Average,Attchd,1960,Average,Lvl,Gtl,12493,Inside,NA,IR1,Y,CompShg,Gable,0,0,355,141
2006-04-06,2006,4,1964,1964,20,1Fam,1Story,RL,"NAmes",6,6,Typ,1488,1488,0,7,3,2.5,1,Average,Y,SBrkr,1008,Average,No,ALQ,Average,Average,HdBoard,Average,CBlock,NA,1,Good,430,2,Average,Fin,Average,Attchd,1964,Excellent,Lvl,Gtl,10368,CulDSac,NA,IR1,Y,CompShg,Hip,60,0,154,167
2010-03-25,2010,3,1942,1950,50,1Fam,1.5Fin,RM,BrkSide,6,5,Min2,1453,955,498,7,3,1.5,1,Good,Y,FuseA,835,Average,No,Rec,Average,Average,MetalSd,Average,CBlock,NA,2,Fair,240,1,Average,Unf,Average,Detchd,1942,Average,Lvl,Gtl,6360,Corner,53,Reg,Y,CompShg,Gable,0,35,0,132
2007-05-20,2007,5,1990,1991,20,1Fam,1Story,RL,SawyerW,5,7,Typ,1442,1442,0,6,3,3,1,Good,Y,SBrkr,910,Average,Mn,GLQ,Good,Average,HdBoard,Good,PConc,NA,1,Average,719,2,Average,Fin,Average,Attchd,1990,Good,Lvl,Gtl,10357,Corner,114,IR1,Y,CompShg,Hip,244,0,0,179.9
2010-02-18,2010,2,1967,1967,20,1Fam,1Story,RL,Sawyer,5,5,Typ,900,900,0,5,3,1,1,Average,Y,SBrkr,882,Average,No,BLQ,Average,Good,MetalSd,Average,CBlock,MnPrv,0,NA,280,1,Average,Unf,Average,Detchd,1970,Average,Lvl,Gtl,9819,Inside,NA,IR1,Y,CompShg,Gable,0,0,0,122
2009-04-11,2009,4,1963,1963,20,1Fam,1Story,RL,"NAmes",6,6,Typ,1045,1045,0,6,3,2,1,Average,Y,SBrkr,1045,Average,No,BLQ,Average,Average,HdBoard,Average,CBlock,NA,1,Fair,264,1,Average,RFn,Average,Attchd,1963,Average,Lvl,Gtl,7936,Inside,80,Reg,Y,CompShg,Hip,0,0,0,127
2006-09-05,2006,9,2002,2002,120,TwnhsE,1Story,RH,"NAmes",5,6,Typ,1419,1419,0,4,2,3,1,Good,Y,SBrkr,1487,Average,No,GLQ,Good,Average,MetalSd,Good,PConc,NA,0,NA,543,2,Average,Fin,Average,Attchd,2002,Excellent,Lvl,Gtl,8773,FR2,26,IR2,Y,CompShg,Gable,68,0,196,190
2007-11-14,2007,11,1964,1980,85,1Fam,SFoyer,RL,Sawyer,5,5,Min2,1452,1452,0,6,2,2,1,Average,Y,SBrkr,1420,Average,Av,BLQ,Good,Average,HdBoard,Average,CBlock,NA,1,Average,572,2,Average,Unf,Average,Detchd,1964,Good,Lvl,Gtl,11235,Inside,75,Reg,Y,CompShg,Gable,0,88,92,158.45
2009-10-18,2009,10,1963,1999,80,1Fam,SLvl,RL,Sawyer,6,5,Min2,1464,1464,0,6,3,2.5,1,Average,Y,SBrkr,520,Average,Av,ALQ,Good,Average,HdBoard,Average,CBlock,NA,1,Average,480,2,Average,RFn,Average,Attchd,1997,Excellent,Lvl,Gtl,12886,Inside,70,IR1,Y,CompShg,Gable,0,0,302,175
2009-10-02,2009,10,2006,2007,20,1Fam,1Story,RL,Gilbert,5,9,Typ,1746,1746,0,7,3,3,1,Excellent,Y,SBrkr,1746,Average,Gd,GLQ,Excellent,Average,VinylSd,Excellent,PConc,NA,2,Good,758,3,Average,Fin,Average,Attchd,2006,Excellent,HLS,Gtl,14892,CulDSac,42,IR1,Y,CompShg,Gable,39,0,201,377.5
2010-03-09,2010,3,1930,1950,50,1Fam,1.5Fin,RM,BrkSide,5,5,Typ,1536,928,608,7,4,2,1,Average,Y,FuseF,928,Average,No,LwQ,Average,Average,MetalSd,Average,BrkTil,MnPrv,1,Good,480,2,Average,Unf,Average,Detchd,1930,Average,Lvl,Gtl,6240,Inside,52,Reg,Y,CompShg,Gable,10,0,0,138.4
2006-01-25,2006,1,2005,2005,20,1Fam,1Story,RL,CollgCr,5,7,Typ,1734,1734,0,7,3,3,1,Good,Y,SBrkr,1734,Average,Av,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,660,2,Average,Fin,Average,Attchd,2005,Excellent,Lvl,Gtl,11645,Inside,78,Reg,Y,CompShg,Gable,24,0,160,260
2007-07-11,2007,7,2006,2007,20,1Fam,1Story,RL,NridgHt,5,8,Typ,1976,1976,0,7,2,3,1,Good,Y,SBrkr,1976,Average,Gd,GLQ,Excellent,Average,VinylSd,Good,PConc,NA,1,Excellent,908,3,Average,RFn,Average,Attchd,2006,Excellent,Lvl,Gtl,14977,Inside,110,IR1,Y,CompShg,Gable,63,0,250,440
2009-06-06,2009,6,2001,2001,20,1Fam,1Story,RL,CollgCr,5,7,Typ,1212,1212,0,6,3,2,1,Good,Y,SBrkr,1212,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,573,2,Average,RFn,Average,Attchd,2001,Excellent,Lvl,Gtl,9100,Inside,70,Reg,Y,CompShg,Gable,0,0,356,178
2006-11-12,2006,11,1968,1968,20,1Fam,1Story,RL,"NAmes",5,5,Typ,1052,1052,0,5,3,2.5,1,Average,Y,SBrkr,1052,Average,Av,BLQ,Average,Average,HdBoard,Average,CBlock,GdWo,0,NA,288,1,Average,RFn,Average,Attchd,1968,Good,Lvl,Gtl,8400,Inside,70,Reg,Y,CompShg,Hip,0,0,356,138.5
2007-04-02,2007,4,1962,1962,20,1Fam,1Story,RL,Sawyer,5,5,Typ,1057,1057,0,6,3,1,1,Average,Y,SBrkr,1057,Average,No,Rec,Average,Average,MetalSd,Average,CBlock,NA,0,NA,576,2,Average,Fin,Average,Detchd,1977,Average,Lvl,Gtl,7420,Inside,70,Reg,Y,CompShg,Hip,0,0,0,132
2006-07-22,2006,7,1953,1953,50,1Fam,1.5Fin,RL,Edwards,5,6,Typ,1609,1068,541,7,5,1.5,1,Average,Y,SBrkr,1000,Average,No,LwQ,Average,Average,MetalSd,Average,CBlock,NA,0,NA,305,1,Average,Unf,Fair,Attchd,1953,Average,Lvl,Gtl,9525,Inside,75,Reg,Y,CompShg,Gable,0,0,0,149.9
2008-08-26,2008,8,1945,1950,50,1Fam,1.5Fin,RM,BrkSide,7,7,Typ,1668,1195,473,8,3,1.5,1,Good,Y,SBrkr,672,Fair,No,Unf,Average,Average,Wd Sdng,Average,CBlock,NA,0,NA,252,1,Average,Unf,Average,Attchd,1945,Good,Bnk,Gtl,7425,Corner,NA,IR1,Y,CompShg,Gable,0,0,210,108
2008-04-13,2008,4,1975,1975,20,1Fam,1Story,RL,CollgCr,6,5,Typ,924,924,0,5,3,1,1,Average,Y,SBrkr,924,Average,No,Unf,Good,Average,HdBoard,Average,CBlock,MnPrv,0,NA,280,1,Average,Unf,Average,Detchd,1981,Average,Lvl,Gtl,7990,Inside,88,IR1,Y,CompShg,Hip,0,0,0,110
2009-05-19,2009,5,1980,1980,160,TwnhsE,2Story,RM,Blueste,6,6,Typ,1229,561,668,5,2,1.5,1,Average,Y,SBrkr,561,Average,No,ALQ,Good,Average,MetalSd,Average,CBlock,GdPrv,1,Average,462,2,Average,Fin,Average,Attchd,1980,Average,Lvl,Gtl,1300,Inside,24,Reg,Y,CompShg,Gable,0,0,150,124
